# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_teddy.bag'
# timestamp tx ty tz qx qy qz qw
1341841873.7955 -2.0165 0.6896 1.4965 -0.2020 0.8087 -0.5326 0.1469
1341841873.8052 -2.0120 0.6897 1.4970 -0.1998 0.8096 -0.5322 0.1462
1341841873.8151 -2.0073 0.6895 1.4975 -0.1977 0.8101 -0.5324 0.1454
1341841873.8251 -2.0030 0.6894 1.4981 -0.1959 0.8117 -0.5310 0.1444
1341841873.8352 -1.9986 0.6892 1.4986 -0.1929 0.8119 -0.5320 0.1433
1341841873.8451 -1.9938 0.6888 1.4990 -0.1900 0.8096 -0.5364 0.1438
1341841873.8551 -1.9896 0.6885 1.4995 -0.1877 0.8104 -0.5366 0.1419
1341841873.8651 -1.9849 0.6879 1.5005 -0.1850 0.8094 -0.5394 0.1403
1341841873.8751 -1.9803 0.6880 1.5007 -0.1840 0.8113 -0.5373 0.1385
1341841873.8852 -1.9757 0.6875 1.5015 -0.1815 0.8109 -0.5393 0.1368
1341841873.8951 -1.9713 0.6871 1.5019 -0.1803 0.8119 -0.5387 0.1347
1341841873.9051 -1.9665 0.6869 1.5023 -0.1789 0.8129 -0.5381 0.1327
1341841873.9151 -1.9621 0.6869 1.5027 -0.1780 0.8145 -0.5365 0.1306
1341841873.9251 -1.9576 0.6867 1.5033 -0.1769 0.8157 -0.5354 0.1289
1341841873.9392 -1.9530 0.6867 1.5039 -0.1759 0.8170 -0.5343 0.1269
1341841873.9451 -1.9484 0.6865 1.5045 -0.1751 0.8171 -0.5348 0.1254
1341841873.9551 -1.9440 0.6864 1.5052 -0.1738 0.8177 -0.5345 0.1241
1341841873.9651 -1.9395 0.6866 1.5056 -0.1726 0.8196 -0.5323 0.1229
1341841873.9752 -1.9349 0.6862 1.5067 -0.1705 0.8178 -0.5359 0.1223
1341841873.9851 -1.9304 0.6859 1.5074 -0.1688 0.8176 -0.5370 0.1216
1341841873.9951 -1.9259 0.6857 1.5080 -0.1674 0.8174 -0.5379 0.1203
1341841874.0051 -1.9214 0.6855 1.5087 -0.1661 0.8176 -0.5384 0.1190
1341841874.0151 -1.9169 0.6852 1.5090 -0.1645 0.8173 -0.5396 0.1173
1341841874.0251 -1.9124 0.6853 1.5091 -0.1640 0.8187 -0.5381 0.1152
1341841874.0351 -1.9079 0.6849 1.5096 -0.1631 0.8183 -0.5394 0.1133
1341841874.0451 -1.9034 0.6846 1.5098 -0.1621 0.8190 -0.5391 0.1111
1341841874.0551 -1.8990 0.6842 1.5101 -0.1610 0.8188 -0.5402 0.1087
1341841874.0651 -1.8946 0.6840 1.5102 -0.1599 0.8191 -0.5405 0.1068
1341841874.0759 -1.8902 0.6836 1.5105 -0.1589 0.8192 -0.5409 0.1054
1341841874.0851 -1.8858 0.6830 1.5106 -0.1574 0.8186 -0.5425 0.1043
1341841874.0951 -1.8814 0.6826 1.5108 -0.1556 0.8185 -0.5434 0.1028
1341841874.1051 -1.8771 0.6821 1.5108 -0.1540 0.8189 -0.5436 0.1011
1341841874.1222 -1.8728 0.6817 1.5107 -0.1519 0.8195 -0.5435 0.0994
1341841874.1274 -1.8685 0.6811 1.5105 -0.1495 0.8195 -0.5445 0.0978
1341841874.1357 -1.8644 0.6805 1.5102 -0.1480 0.8205 -0.5437 0.0967
1341841874.1458 -1.8604 0.6805 1.5099 -0.1444 0.8232 -0.5411 0.0934
1341841874.1551 -1.8557 0.6796 1.5094 -0.1440 0.8230 -0.5416 0.0931
1341841874.1651 -1.8515 0.6786 1.5091 -0.1411 0.8236 -0.5418 0.0909
1341841874.1751 -1.8475 0.6783 1.5085 -0.1380 0.8250 -0.5409 0.0878
1341841874.1857 -1.8434 0.6778 1.5081 -0.1327 0.8266 -0.5404 0.0845
1341841874.1951 -1.8392 0.6772 1.5077 -0.1307 0.8276 -0.5396 0.0823
1341841874.2051 -1.8349 0.6765 1.5072 -0.1290 0.8283 -0.5392 0.0802
1341841874.2151 -1.8306 0.6757 1.5065 -0.1272 0.8284 -0.5398 0.0784
1341841874.2251 -1.8262 0.6751 1.5060 -0.1253 0.8294 -0.5391 0.0767
1341841874.2384 -1.8218 0.6747 1.5054 -0.1223 0.8301 -0.5387 0.0757
1341841874.2464 -1.8176 0.6743 1.5050 -0.1201 0.8310 -0.5380 0.0742
1341841874.2551 -1.8127 0.6735 1.5044 -0.1194 0.8316 -0.5373 0.0735
1341841874.2651 -1.8087 0.6734 1.5039 -0.1170 0.8328 -0.5366 0.0694
1341841874.2751 -1.8042 0.6732 1.5032 -0.1142 0.8344 -0.5351 0.0666
1341841874.2858 -1.7999 0.6729 1.5025 -0.1125 0.8354 -0.5342 0.0633
1341841874.2951 -1.7954 0.6728 1.5019 -0.1100 0.8363 -0.5337 0.0603
1341841874.3051 -1.7909 0.6725 1.5013 -0.1078 0.8370 -0.5334 0.0577
1341841874.3183 -1.7863 0.6725 1.5008 -0.1050 0.8386 -0.5316 0.0551
1341841874.3251 -1.7816 0.6724 1.5004 -0.1030 0.8394 -0.5311 0.0530
1341841874.3351 -1.7769 0.6729 1.4999 -0.0989 0.8410 -0.5296 0.0507
1341841874.3451 -1.7722 0.6731 1.4994 -0.0958 0.8420 -0.5286 0.0484
1341841874.3551 -1.7674 0.6733 1.4991 -0.0935 0.8426 -0.5283 0.0467
1341841874.3663 -1.7625 0.6741 1.4987 -0.0909 0.8440 -0.5268 0.0440
1341841874.3751 -1.7575 0.6745 1.4983 -0.0882 0.8443 -0.5270 0.0413
1341841874.3852 -1.7526 0.6753 1.4980 -0.0865 0.8450 -0.5263 0.0388
1341841874.3951 -1.7476 0.6761 1.4975 -0.0840 0.8456 -0.5260 0.0359
1341841874.4051 -1.7426 0.6773 1.4974 -0.0814 0.8456 -0.5265 0.0330
1341841874.4152 -1.7377 0.6778 1.4973 -0.0818 0.8454 -0.5270 0.0298
1341841874.4251 -1.7324 0.6789 1.4971 -0.0801 0.8448 -0.5284 0.0275
1341841874.4351 -1.7271 0.6800 1.4971 -0.0786 0.8434 -0.5310 0.0245
1341841874.4451 -1.7219 0.6813 1.4970 -0.0761 0.8427 -0.5325 0.0224
1341841874.4551 -1.7171 0.6825 1.4969 -0.0755 0.8416 -0.5344 0.0193
1341841874.4651 -1.7119 0.6839 1.4968 -0.0734 0.8418 -0.5345 0.0166
1341841874.4752 -1.7068 0.6849 1.4969 -0.0720 0.8418 -0.5348 0.0145
1341841874.4860 -1.7016 0.6865 1.4971 -0.0692 0.8425 -0.5341 0.0122
1341841874.4951 -1.6962 0.6876 1.4973 -0.0665 0.8429 -0.5339 0.0116
1341841874.5051 -1.6911 0.6885 1.4980 -0.0648 0.8431 -0.5337 0.0109
1341841874.5175 -1.6861 0.6903 1.4988 -0.0609 0.8449 -0.5314 0.0103
1341841874.5251 -1.6808 0.6914 1.4995 -0.0561 0.8450 -0.5316 0.0111
1341841874.5352 -1.6758 0.6928 1.5006 -0.0523 0.8455 -0.5313 0.0115
1341841874.5451 -1.6706 0.6939 1.5016 -0.0482 0.8451 -0.5322 0.0123
1341841874.5551 -1.6654 0.6949 1.5027 -0.0451 0.8446 -0.5333 0.0134
1341841874.5659 -1.6601 0.6963 1.5039 -0.0426 0.8444 -0.5338 0.0150
1341841874.5751 -1.6550 0.6978 1.5051 -0.0412 0.8445 -0.5338 0.0154
1341841874.5852 -1.6498 0.6987 1.5066 -0.0398 0.8439 -0.5348 0.0158
1341841874.5951 -1.6445 0.6999 1.5078 -0.0389 0.8433 -0.5358 0.0163
1341841874.6051 -1.6393 0.7011 1.5090 -0.0377 0.8428 -0.5366 0.0162
1341841874.6154 -1.6341 0.7018 1.5102 -0.0380 0.8413 -0.5389 0.0169
1341841874.6253 -1.6289 0.7028 1.5113 -0.0365 0.8411 -0.5394 0.0164
1341841874.6370 -1.6239 0.7037 1.5123 -0.0359 0.8402 -0.5408 0.0164
1341841874.6452 -1.6190 0.7045 1.5132 -0.0341 0.8400 -0.5413 0.0158
1341841874.6565 -1.6140 0.7050 1.5140 -0.0333 0.8395 -0.5421 0.0163
1341841874.6654 -1.6092 0.7055 1.5147 -0.0326 0.8390 -0.5429 0.0156
1341841874.6752 -1.6045 0.7061 1.5154 -0.0306 0.8388 -0.5433 0.0145
1341841874.6852 -1.5997 0.7067 1.5159 -0.0292 0.8393 -0.5428 0.0126
1341841874.6952 -1.5951 0.7072 1.5162 -0.0285 0.8390 -0.5433 0.0101
1341841874.7051 -1.5903 0.7074 1.5164 -0.0276 0.8385 -0.5442 0.0077
1341841874.7152 -1.5859 0.7078 1.5166 -0.0276 0.8390 -0.5434 0.0052
1341841874.7251 -1.5813 0.7081 1.5166 -0.0274 0.8390 -0.5434 0.0034
1341841874.7351 -1.5767 0.7082 1.5166 -0.0267 0.8392 -0.5431 0.0020
1341841874.7453 -1.5721 0.7086 1.5166 -0.0259 0.8401 -0.5418 0.0011
1341841874.7569 -1.5677 0.7085 1.5165 -0.0252 0.8404 -0.5413 0.0006
1341841874.7651 -1.5632 0.7083 1.5166 -0.0245 0.8402 -0.5417 0.0004
1341841874.7751 -1.5591 0.7085 1.5165 -0.0234 0.8409 -0.5406 -0.0002
1341841874.7852 -1.5551 0.7088 1.5163 -0.0223 0.8421 -0.5389 -0.0013
1341841874.7951 -1.5508 0.7086 1.5161 -0.0214 0.8428 -0.5377 -0.0023
1341841874.8051 -1.5468 0.7086 1.5158 -0.0198 0.8429 -0.5377 -0.0037
1341841874.8158 -1.5430 0.7084 1.5155 -0.0183 0.8429 -0.5377 -0.0056
1341841874.8252 -1.5390 0.7084 1.5152 -0.0170 0.8436 -0.5367 -0.0078
1341841874.8356 -1.5351 0.7081 1.5150 -0.0157 0.8433 -0.5372 -0.0091
1341841874.8452 -1.5312 0.7078 1.5147 -0.0143 0.8445 -0.5353 -0.0110
1341841874.8558 -1.5276 0.7077 1.5142 -0.0133 0.8442 -0.5357 -0.0123
1341841874.8653 -1.5237 0.7071 1.5139 -0.0135 0.8440 -0.5360 -0.0128
1341841874.8751 -1.5200 0.7069 1.5138 -0.0121 0.8447 -0.5349 -0.0145
1341841874.8852 -1.5167 0.7066 1.5136 -0.0111 0.8447 -0.5348 -0.0155
1341841874.8952 -1.5130 0.7060 1.5135 -0.0095 0.8439 -0.5362 -0.0168
1341841874.9052 -1.5092 0.7055 1.5133 -0.0086 0.8445 -0.5351 -0.0184
1341841874.9152 -1.5061 0.7050 1.5132 -0.0056 0.8447 -0.5347 -0.0209
1341841874.9251 -1.5025 0.7039 1.5131 -0.0043 0.8444 -0.5353 -0.0230
1341841874.9351 -1.4993 0.7029 1.5127 -0.0014 0.8437 -0.5363 -0.0251
1341841874.9452 -1.4958 0.7024 1.5127 0.0013 0.8438 -0.5360 -0.0280
1341841874.9551 -1.4925 0.7016 1.5126 0.0036 0.8432 -0.5367 -0.0301
1341841874.9651 -1.4889 0.7006 1.5124 0.0060 0.8427 -0.5375 -0.0310
1341841874.9751 -1.4855 0.6998 1.5123 0.0079 0.8428 -0.5373 -0.0321
1341841874.9852 -1.4819 0.6989 1.5121 0.0098 0.8423 -0.5379 -0.0328
1341841874.9951 -1.4782 0.6982 1.5120 0.0116 0.8421 -0.5382 -0.0338
1341841875.0051 -1.4745 0.6973 1.5118 0.0130 0.8423 -0.5377 -0.0340
1341841875.0159 -1.4709 0.6963 1.5117 0.0145 0.8423 -0.5376 -0.0346
1341841875.0251 -1.4672 0.6953 1.5116 0.0163 0.8423 -0.5377 -0.0348
1341841875.0351 -1.4636 0.6944 1.5114 0.0182 0.8421 -0.5378 -0.0358
1341841875.0451 -1.4600 0.6933 1.5113 0.0207 0.8413 -0.5389 -0.0371
1341841875.0553 -1.4565 0.6924 1.5111 0.0228 0.8414 -0.5385 -0.0384
1341841875.0651 -1.4527 0.6916 1.5111 0.0252 0.8411 -0.5388 -0.0400
1341841875.0751 -1.4489 0.6906 1.5111 0.0277 0.8397 -0.5408 -0.0416
1341841875.0852 -1.4452 0.6897 1.5110 0.0292 0.8390 -0.5417 -0.0430
1341841875.0951 -1.4415 0.6888 1.5109 0.0306 0.8393 -0.5410 -0.0445
1341841875.1051 -1.4377 0.6879 1.5109 0.0316 0.8377 -0.5432 -0.0456
1341841875.1156 -1.4340 0.6873 1.5109 0.0325 0.8375 -0.5434 -0.0477
1341841875.1252 -1.4300 0.6864 1.5107 0.0338 0.8364 -0.5448 -0.0488
1341841875.1351 -1.4262 0.6855 1.5106 0.0347 0.8363 -0.5449 -0.0494
1341841875.1452 -1.4223 0.6848 1.5108 0.0365 0.8360 -0.5452 -0.0507
1341841875.1552 -1.4186 0.6836 1.5110 0.0386 0.8339 -0.5482 -0.0514
1341841875.1652 -1.4150 0.6829 1.5114 0.0406 0.8329 -0.5496 -0.0517
1341841875.1751 -1.4114 0.6820 1.5119 0.0428 0.8319 -0.5509 -0.0521
1341841875.1854 -1.4078 0.6812 1.5126 0.0462 0.8305 -0.5526 -0.0527
1341841875.1951 -1.4043 0.6801 1.5134 0.0503 0.8286 -0.5550 -0.0533
1341841875.2051 -1.4009 0.6794 1.5142 0.0534 0.8280 -0.5556 -0.0536
1341841875.2151 -1.3970 0.6788 1.5150 0.0571 0.8287 -0.5542 -0.0532
1341841875.2252 -1.3934 0.6781 1.5159 0.0601 0.8306 -0.5512 -0.0525
1341841875.2351 -1.3898 0.6773 1.5167 0.0627 0.8306 -0.5510 -0.0506
1341841875.2451 -1.3864 0.6768 1.5176 0.0656 0.8313 -0.5498 -0.0493
1341841875.2551 -1.3829 0.6765 1.5184 0.0680 0.8319 -0.5487 -0.0472
1341841875.2651 -1.3795 0.6762 1.5190 0.0712 0.8327 -0.5473 -0.0452
1341841875.2751 -1.3761 0.6759 1.5198 0.0744 0.8333 -0.5460 -0.0441
1341841875.2852 -1.3728 0.6760 1.5207 0.0779 0.8338 -0.5449 -0.0433
1341841875.2952 -1.3693 0.6757 1.5216 0.0806 0.8333 -0.5453 -0.0425
1341841875.3051 -1.3660 0.6756 1.5226 0.0841 0.8325 -0.5460 -0.0424
1341841875.3152 -1.3627 0.6758 1.5236 0.0873 0.8322 -0.5458 -0.0425
1341841875.3251 -1.3593 0.6760 1.5247 0.0905 0.8316 -0.5462 -0.0435
1341841875.3351 -1.3560 0.6760 1.5258 0.0933 0.8302 -0.5479 -0.0439
1341841875.3451 -1.3527 0.6762 1.5271 0.0958 0.8290 -0.5491 -0.0449
1341841875.3585 -1.3496 0.6767 1.5284 0.0977 0.8290 -0.5486 -0.0470
1341841875.3651 -1.3463 0.6767 1.5297 0.0993 0.8272 -0.5509 -0.0492
1341841875.3751 -1.3427 0.6769 1.5308 0.1010 0.8264 -0.5515 -0.0515
1341841875.3851 -1.3395 0.6772 1.5322 0.1013 0.8260 -0.5519 -0.0539
1341841875.3951 -1.3362 0.6776 1.5335 0.1016 0.8247 -0.5536 -0.0550
1341841875.4052 -1.3331 0.6782 1.5346 0.1014 0.8246 -0.5538 -0.0563
1341841875.4151 -1.3295 0.6784 1.5359 0.1016 0.8246 -0.5537 -0.0563
1341841875.4251 -1.3262 0.6787 1.5373 0.1028 0.8243 -0.5539 -0.0561
1341841875.4351 -1.3229 0.6789 1.5385 0.1045 0.8243 -0.5536 -0.0558
1341841875.4451 -1.3195 0.6787 1.5394 0.1069 0.8235 -0.5546 -0.0542
1341841875.4551 -1.3163 0.6788 1.5404 0.1093 0.8239 -0.5535 -0.0537
1341841875.4657 -1.3133 0.6791 1.5414 0.1117 0.8243 -0.5525 -0.0540
1341841875.4765 -1.3103 0.6794 1.5424 0.1144 0.8243 -0.5518 -0.0546
1341841875.4851 -1.3074 0.6796 1.5436 0.1167 0.8237 -0.5521 -0.0556
1341841875.4952 -1.3047 0.6806 1.5445 0.1186 0.8255 -0.5487 -0.0579
1341841875.5051 -1.3019 0.6807 1.5454 0.1198 0.8247 -0.5496 -0.0585
1341841875.5151 -1.2990 0.6810 1.5462 0.1212 0.8241 -0.5501 -0.0592
1341841875.5251 -1.2961 0.6810 1.5469 0.1232 0.8234 -0.5506 -0.0601
1341841875.5351 -1.2926 0.6806 1.5471 0.1255 0.8222 -0.5521 -0.0591
1341841875.5452 -1.2898 0.6808 1.5475 0.1265 0.8219 -0.5521 -0.0606
1341841875.5551 -1.2869 0.6809 1.5479 0.1275 0.8217 -0.5520 -0.0623
1341841875.5651 -1.2842 0.6812 1.5483 0.1282 0.8220 -0.5511 -0.0650
1341841875.5751 -1.2813 0.6815 1.5483 0.1281 0.8230 -0.5494 -0.0663
1341841875.5851 -1.2784 0.6815 1.5484 0.1286 0.8228 -0.5493 -0.0686
1341841875.5953 -1.2754 0.6817 1.5484 0.1294 0.8223 -0.5496 -0.0701
1341841875.6059 -1.2724 0.6816 1.5484 0.1292 0.8221 -0.5498 -0.0714
1341841875.6152 -1.2697 0.6817 1.5484 0.1299 0.8215 -0.5504 -0.0733
1341841875.6251 -1.2668 0.6824 1.5484 0.1297 0.8232 -0.5477 -0.0749
1341841875.6351 -1.2642 0.6827 1.5484 0.1300 0.8225 -0.5484 -0.0762
1341841875.6451 -1.2610 0.6828 1.5484 0.1315 0.8224 -0.5482 -0.0761
1341841875.6552 -1.2582 0.6831 1.5484 0.1321 0.8240 -0.5455 -0.0780
1341841875.6651 -1.2555 0.6835 1.5484 0.1337 0.8239 -0.5450 -0.0787
1341841875.6751 -1.2530 0.6840 1.5485 0.1358 0.8234 -0.5451 -0.0806
1341841875.6851 -1.2505 0.6848 1.5488 0.1372 0.8232 -0.5445 -0.0837
1341841875.6951 -1.2476 0.6854 1.5485 0.1396 0.8231 -0.5439 -0.0848
1341841875.7051 -1.2449 0.6860 1.5486 0.1414 0.8218 -0.5450 -0.0872
1341841875.7152 -1.2422 0.6868 1.5488 0.1416 0.8218 -0.5448 -0.0881
1341841875.7252 -1.2392 0.6875 1.5489 0.1428 0.8219 -0.5442 -0.0889
1341841875.7351 -1.2367 0.6884 1.5493 0.1441 0.8211 -0.5450 -0.0891
1341841875.7451 -1.2337 0.6893 1.5498 0.1435 0.8220 -0.5439 -0.0888
1341841875.7559 -1.2305 0.6899 1.5498 0.1438 0.8218 -0.5442 -0.0881
1341841875.7651 -1.2276 0.6908 1.5501 0.1444 0.8211 -0.5451 -0.0882
1341841875.7767 -1.2245 0.6918 1.5503 0.1455 0.8210 -0.5447 -0.0897
1341841875.7851 -1.2218 0.6927 1.5503 0.1461 0.8210 -0.5444 -0.0903
1341841875.7951 -1.2193 0.6939 1.5503 0.1486 0.8202 -0.5445 -0.0929
1341841875.8051 -1.2168 0.6949 1.5505 0.1497 0.8205 -0.5435 -0.0952
1341841875.8157 -1.2140 0.6959 1.5505 0.1527 0.8200 -0.5431 -0.0967
1341841875.8251 -1.2112 0.6969 1.5504 0.1547 0.8191 -0.5435 -0.0983
1341841875.8351 -1.2086 0.6982 1.5504 0.1570 0.8200 -0.5414 -0.0994
1341841875.8451 -1.2057 0.6991 1.5505 0.1584 0.8191 -0.5422 -0.0996
1341841875.8551 -1.2031 0.7000 1.5507 0.1589 0.8186 -0.5427 -0.1004
1341841875.8654 -1.1998 0.7008 1.5507 0.1607 0.8185 -0.5424 -0.1003
1341841875.8751 -1.1970 0.7019 1.5507 0.1612 0.8180 -0.5429 -0.1006
1341841875.8851 -1.1941 0.7027 1.5508 0.1610 0.8185 -0.5422 -0.1008
1341841875.8951 -1.1909 0.7038 1.5506 0.1626 0.8188 -0.5412 -0.1007
1341841875.9052 -1.1878 0.7048 1.5504 0.1641 0.8190 -0.5405 -0.1008
1341841875.9153 -1.1848 0.7056 1.5503 0.1656 0.8183 -0.5410 -0.1012
1341841875.9252 -1.1818 0.7064 1.5500 0.1679 0.8181 -0.5404 -0.1023
1341841875.9352 -1.1793 0.7075 1.5500 0.1678 0.8175 -0.5410 -0.1036
1341841875.9451 -1.1761 0.7081 1.5495 0.1692 0.8166 -0.5421 -0.1035
1341841875.9551 -1.1728 0.7091 1.5492 0.1720 0.8172 -0.5403 -0.1037
1341841875.9654 -1.1697 0.7095 1.5493 0.1728 0.8173 -0.5396 -0.1047
1341841875.9751 -1.1667 0.7099 1.5489 0.1737 0.8162 -0.5408 -0.1061
1341841875.9866 -1.1635 0.7106 1.5485 0.1743 0.8166 -0.5398 -0.1069
1341841875.9951 -1.1599 0.7114 1.5481 0.1766 0.8176 -0.5375 -0.1072
1341841876.0056 -1.1566 0.7120 1.5477 0.1771 0.8185 -0.5359 -0.1075
1341841876.0152 -1.1533 0.7123 1.5476 0.1764 0.8191 -0.5350 -0.1077
1341841876.0252 -1.1494 0.7130 1.5468 0.1784 0.8196 -0.5338 -0.1070
1341841876.0351 -1.1463 0.7132 1.5465 0.1789 0.8181 -0.5359 -0.1073
1341841876.0451 -1.1425 0.7141 1.5459 0.1817 0.8191 -0.5334 -0.1071
1341841876.0552 -1.1389 0.7144 1.5456 0.1832 0.8188 -0.5334 -0.1073
1341841876.0652 -1.1357 0.7147 1.5450 0.1844 0.8181 -0.5340 -0.1075
1341841876.0763 -1.1321 0.7152 1.5445 0.1862 0.8187 -0.5325 -0.1077
1341841876.0851 -1.1285 0.7159 1.5436 0.1869 0.8197 -0.5307 -0.1078
1341841876.0964 -1.1254 0.7163 1.5433 0.1869 0.8196 -0.5307 -0.1083
1341841876.1052 -1.1217 0.7166 1.5426 0.1883 0.8202 -0.5292 -0.1088
1341841876.1151 -1.1184 0.7168 1.5422 0.1887 0.8203 -0.5287 -0.1097
1341841876.1251 -1.1151 0.7169 1.5416 0.1891 0.8200 -0.5287 -0.1113
1341841876.1351 -1.1115 0.7171 1.5409 0.1896 0.8210 -0.5268 -0.1122
1341841876.1452 -1.1083 0.7172 1.5405 0.1898 0.8209 -0.5266 -0.1132
1341841876.1552 -1.1052 0.7172 1.5401 0.1905 0.8202 -0.5271 -0.1145
1341841876.1651 -1.1017 0.7174 1.5397 0.1914 0.8204 -0.5265 -0.1150
1341841876.1751 -1.0987 0.7177 1.5395 0.1922 0.8203 -0.5260 -0.1161
1341841876.1869 -1.0952 0.7177 1.5390 0.1936 0.8207 -0.5249 -0.1158
1341841876.1951 -1.0921 0.7175 1.5387 0.1948 0.8195 -0.5263 -0.1162
1341841876.2062 -1.0888 0.7175 1.5385 0.1967 0.8203 -0.5241 -0.1175
1341841876.2152 -1.0860 0.7176 1.5381 0.1973 0.8208 -0.5228 -0.1184
1341841876.2251 -1.0825 0.7174 1.5376 0.1981 0.8208 -0.5227 -0.1180
1341841876.2352 -1.0795 0.7177 1.5372 0.1985 0.8213 -0.5216 -0.1184
1341841876.2453 -1.0764 0.7175 1.5370 0.1983 0.8210 -0.5220 -0.1186
1341841876.2551 -1.0734 0.7171 1.5369 0.1981 0.8218 -0.5206 -0.1196
1341841876.2651 -1.0702 0.7173 1.5366 0.1988 0.8226 -0.5191 -0.1196
1341841876.2753 -1.0672 0.7168 1.5364 0.2003 0.8216 -0.5201 -0.1200
1341841876.2852 -1.0644 0.7166 1.5363 0.2013 0.8213 -0.5199 -0.1210
1341841876.2951 -1.0613 0.7164 1.5363 0.2035 0.8216 -0.5183 -0.1222
1341841876.3051 -1.0588 0.7163 1.5361 0.2058 0.8211 -0.5180 -0.1230
1341841876.3152 -1.0558 0.7160 1.5354 0.2073 0.8238 -0.5135 -0.1215
1341841876.3252 -1.0531 0.7157 1.5353 0.2090 0.8240 -0.5120 -0.1228
1341841876.3351 -1.0504 0.7152 1.5358 0.2108 0.8216 -0.5147 -0.1250
1341841876.3459 -1.0474 0.7147 1.5352 0.2127 0.8238 -0.5109 -0.1231
1341841876.3551 -1.0448 0.7139 1.5359 0.2132 0.8207 -0.5150 -0.1252
1341841876.3651 -1.0420 0.7132 1.5361 0.2142 0.8208 -0.5142 -0.1262
1341841876.3751 -1.0393 0.7123 1.5366 0.2164 0.8196 -0.5151 -0.1270
1341841876.3851 -1.0367 0.7115 1.5367 0.2168 0.8189 -0.5156 -0.1283
1341841876.3951 -1.0338 0.7108 1.5370 0.2175 0.8186 -0.5155 -0.1297
1341841876.4051 -1.0314 0.7100 1.5372 0.2174 0.8178 -0.5165 -0.1311
1341841876.4151 -1.0288 0.7093 1.5374 0.2184 0.8174 -0.5164 -0.1323
