# ground truth trajectory
# file: 'rgbd_dataset_freiburg3_nostructure_texture_near_withloop.bag'
# timestamp tx ty tz qx qy qz qw
1341840084.2494 -3.8385 1.4243 1.0600 -0.4940 0.8319 -0.2198 0.1249
1341840084.2596 -3.8385 1.4243 1.0600 -0.4943 0.8320 -0.2187 0.1250
1341840084.2693 -3.8383 1.4243 1.0600 -0.4944 0.8320 -0.2183 0.1250
1341840084.2793 -3.8381 1.4241 1.0601 -0.4949 0.8318 -0.2179 0.1249
1341840084.2894 -3.8382 1.4240 1.0600 -0.4953 0.8317 -0.2180 0.1241
1341840084.2993 -3.8381 1.4238 1.0601 -0.4956 0.8316 -0.2182 0.1235
1341840084.3093 -3.8381 1.4236 1.0601 -0.4957 0.8314 -0.2190 0.1228
1341840084.3193 -3.8379 1.4235 1.0602 -0.4957 0.8313 -0.2197 0.1226
1341840084.3293 -3.8379 1.4234 1.0602 -0.4955 0.8314 -0.2199 0.1218
1341840084.3393 -3.8377 1.4233 1.0603 -0.4952 0.8318 -0.2196 0.1212
1341840084.3494 -3.8376 1.4234 1.0603 -0.4950 0.8318 -0.2197 0.1216
1341840084.3593 -3.8374 1.4233 1.0602 -0.4947 0.8321 -0.2193 0.1216
1341840084.3693 -3.8371 1.4233 1.0604 -0.4945 0.8324 -0.2184 0.1222
1341840084.3793 -3.8371 1.4233 1.0603 -0.4943 0.8323 -0.2185 0.1234
1341840084.3893 -3.8369 1.4233 1.0604 -0.4941 0.8323 -0.2185 0.1241
1341840084.3993 -3.8368 1.4233 1.0604 -0.4941 0.8322 -0.2184 0.1247
1341840084.4093 -3.8368 1.4232 1.0605 -0.4940 0.8322 -0.2187 0.1249
1341840084.4194 -3.8367 1.4231 1.0604 -0.4939 0.8321 -0.2190 0.1252
1341840084.4293 -3.8366 1.4230 1.0605 -0.4939 0.8321 -0.2192 0.1249
1341840084.4393 -3.8365 1.4230 1.0605 -0.4938 0.8322 -0.2195 0.1242
1341840084.4494 -3.8367 1.4230 1.0606 -0.4939 0.8324 -0.2191 0.1230
1341840084.4594 -3.8365 1.4229 1.0605 -0.4939 0.8324 -0.2193 0.1226
1341840084.4693 -3.8364 1.4228 1.0605 -0.4939 0.8326 -0.2190 0.1219
1341840084.4794 -3.8362 1.4228 1.0603 -0.4938 0.8327 -0.2191 0.1220
1341840084.4893 -3.8362 1.4228 1.0603 -0.4943 0.8326 -0.2184 0.1216
1341840084.4994 -3.8359 1.4229 1.0601 -0.4943 0.8326 -0.2181 0.1218
1341840084.5093 -3.8361 1.4229 1.0603 -0.4949 0.8326 -0.2170 0.1216
1341840084.5194 -3.8359 1.4230 1.0602 -0.4951 0.8323 -0.2174 0.1222
1341840084.5293 -3.8359 1.4231 1.0603 -0.4955 0.8320 -0.2175 0.1224
1341840084.5396 -3.8358 1.4231 1.0603 -0.4957 0.8314 -0.2187 0.1230
1341840084.5494 -3.8358 1.4233 1.0604 -0.4956 0.8315 -0.2187 0.1228
1341840084.5593 -3.8356 1.4232 1.0603 -0.4958 0.8311 -0.2197 0.1230
1341840084.5693 -3.8357 1.4233 1.0604 -0.4959 0.8312 -0.2194 0.1227
1341840084.5794 -3.8356 1.4234 1.0605 -0.4960 0.8312 -0.2192 0.1225
1341840084.5894 -3.8355 1.4234 1.0604 -0.4961 0.8312 -0.2190 0.1224
1341840084.6029 -3.8354 1.4234 1.0602 -0.4959 0.8314 -0.2190 0.1226
1341840084.6093 -3.8354 1.4235 1.0601 -0.4964 0.8313 -0.2179 0.1222
1341840084.6193 -3.8352 1.4234 1.0600 -0.4962 0.8314 -0.2181 0.1224
1341840084.6292 -3.8352 1.4233 1.0599 -0.4963 0.8315 -0.2177 0.1222
1341840084.6397 -3.8351 1.4233 1.0599 -0.4964 0.8314 -0.2178 0.1221
1341840084.6494 -3.8352 1.4234 1.0599 -0.4965 0.8315 -0.2174 0.1219
1341840084.6593 -3.8351 1.4233 1.0599 -0.4959 0.8317 -0.2179 0.1222
1341840084.6703 -3.8350 1.4233 1.0599 -0.4954 0.8318 -0.2184 0.1224
1341840084.6793 -3.8349 1.4234 1.0599 -0.4949 0.8320 -0.2185 0.1226
1341840084.6899 -3.8349 1.4234 1.0599 -0.4951 0.8319 -0.2185 0.1229
1341840084.6993 -3.8350 1.4234 1.0599 -0.4951 0.8319 -0.2183 0.1229
1341840084.7093 -3.8348 1.4232 1.0598 -0.4952 0.8318 -0.2184 0.1233
1341840084.7193 -3.8348 1.4233 1.0599 -0.4954 0.8319 -0.2177 0.1230
1341840084.7293 -3.8349 1.4233 1.0598 -0.4957 0.8319 -0.2172 0.1229
1341840084.7393 -3.8349 1.4233 1.0596 -0.4959 0.8319 -0.2170 0.1225
1341840084.7493 -3.8349 1.4231 1.0595 -0.4960 0.8320 -0.2168 0.1216
1341840084.7594 -3.8348 1.4232 1.0596 -0.4960 0.8320 -0.2168 0.1213
1341840084.7693 -3.8347 1.4231 1.0594 -0.4960 0.8318 -0.2175 0.1213
1341840084.7793 -3.8347 1.4230 1.0595 -0.4960 0.8317 -0.2182 0.1212
1341840084.7893 -3.8346 1.4230 1.0596 -0.4960 0.8315 -0.2187 0.1216
1341840084.7993 -3.8346 1.4231 1.0596 -0.4960 0.8314 -0.2190 0.1215
1341840084.8093 -3.8345 1.4231 1.0594 -0.4961 0.8313 -0.2191 0.1219
1341840084.8203 -3.8346 1.4231 1.0594 -0.4962 0.8313 -0.2187 0.1216
1341840084.8293 -3.8346 1.4233 1.0593 -0.4962 0.8315 -0.2183 0.1213
1341840084.8392 -3.8346 1.4233 1.0593 -0.4964 0.8316 -0.2176 0.1208
1341840084.8493 -3.8347 1.4234 1.0593 -0.4966 0.8316 -0.2172 0.1207
1341840084.8625 -3.8346 1.4235 1.0593 -0.4967 0.8316 -0.2172 0.1206
1341840084.8693 -3.8346 1.4236 1.0593 -0.4967 0.8315 -0.2176 0.1207
1341840084.8794 -3.8347 1.4236 1.0593 -0.4969 0.8312 -0.2181 0.1208
1341840084.8893 -3.8347 1.4237 1.0593 -0.4970 0.8308 -0.2191 0.1213
1341840084.8993 -3.8347 1.4237 1.0592 -0.4968 0.8308 -0.2196 0.1212
1341840084.9093 -3.8347 1.4238 1.0593 -0.4968 0.8308 -0.2198 0.1213
1341840084.9193 -3.8347 1.4238 1.0591 -0.4966 0.8310 -0.2196 0.1209
1341840084.9293 -3.8348 1.4240 1.0591 -0.4964 0.8313 -0.2191 0.1205
1341840084.9393 -3.8348 1.4241 1.0591 -0.4960 0.8317 -0.2185 0.1200
1341840084.9493 -3.8346 1.4241 1.0589 -0.4955 0.8319 -0.2189 0.1203
1341840084.9593 -3.8348 1.4245 1.0588 -0.4948 0.8324 -0.2185 0.1203
1341840084.9696 -3.8347 1.4246 1.0587 -0.4944 0.8327 -0.2185 0.1202
1341840084.9793 -3.8354 1.4249 1.0588 -0.4939 0.8337 -0.2170 0.1180
1341840084.9893 -3.8352 1.4249 1.0586 -0.4940 0.8333 -0.2180 0.1184
1341840084.9993 -3.8353 1.4252 1.0585 -0.4936 0.8336 -0.2179 0.1185
1341840085.0093 -3.8353 1.4255 1.0584 -0.4936 0.8335 -0.2182 0.1183
1341840085.0218 -3.8354 1.4257 1.0581 -0.4933 0.8334 -0.2192 0.1185
1341840085.0293 -3.8352 1.4257 1.0580 -0.4937 0.8330 -0.2200 0.1183
1341840085.0393 -3.8353 1.4263 1.0577 -0.4932 0.8335 -0.2195 0.1176
1341840085.0495 -3.8352 1.4263 1.0574 -0.4936 0.8333 -0.2198 0.1172
1341840085.0593 -3.8351 1.4276 1.0565 -0.4905 0.8351 -0.2195 0.1180
1341840085.0693 -3.8351 1.4279 1.0562 -0.4910 0.8348 -0.2198 0.1173
1341840085.0793 -3.8349 1.4283 1.0559 -0.4912 0.8347 -0.2199 0.1165
1341840085.0892 -3.8348 1.4287 1.0557 -0.4910 0.8348 -0.2203 0.1159
1341840085.0994 -3.8347 1.4290 1.0555 -0.4910 0.8347 -0.2210 0.1153
1341840085.1093 -3.8346 1.4295 1.0554 -0.4905 0.8349 -0.2218 0.1152
1341840085.1193 -3.8342 1.4299 1.0552 -0.4903 0.8346 -0.2232 0.1154
1341840085.1294 -3.8341 1.4306 1.0549 -0.4892 0.8349 -0.2241 0.1156
1341840085.1393 -3.8340 1.4311 1.0547 -0.4882 0.8354 -0.2246 0.1153
1341840085.1493 -3.8337 1.4313 1.0546 -0.4883 0.8353 -0.2252 0.1142
1341840085.1594 -3.8334 1.4321 1.0541 -0.4873 0.8362 -0.2242 0.1142
1341840085.1693 -3.8331 1.4326 1.0538 -0.4864 0.8366 -0.2247 0.1142
1341840085.1793 -3.8327 1.4335 1.0534 -0.4849 0.8374 -0.2247 0.1146
1341840085.1893 -3.8325 1.4350 1.0522 -0.4814 0.8390 -0.2248 0.1171
1341840085.1993 -3.8322 1.4355 1.0519 -0.4810 0.8394 -0.2247 0.1163
1341840085.2093 -3.8319 1.4361 1.0515 -0.4812 0.8393 -0.2246 0.1161
1341840085.2193 -3.8317 1.4370 1.0511 -0.4809 0.8394 -0.2252 0.1160
1341840085.2293 -3.8314 1.4375 1.0505 -0.4808 0.8392 -0.2262 0.1155
1341840085.2399 -3.8310 1.4383 1.0501 -0.4804 0.8392 -0.2275 0.1148
1341840085.2493 -3.8310 1.4394 1.0499 -0.4801 0.8399 -0.2266 0.1133
1341840085.2593 -3.8306 1.4405 1.0495 -0.4791 0.8403 -0.2272 0.1130
1341840085.2694 -3.8305 1.4409 1.0495 -0.4802 0.8398 -0.2275 0.1112
1341840085.2793 -3.8300 1.4423 1.0489 -0.4794 0.8401 -0.2278 0.1120
1341840085.2893 -3.8298 1.4441 1.0484 -0.4765 0.8419 -0.2270 0.1125
1341840085.2993 -3.8296 1.4456 1.0478 -0.4764 0.8428 -0.2242 0.1118
1341840085.3093 -3.8295 1.4468 1.0474 -0.4773 0.8425 -0.2239 0.1112
1341840085.3205 -3.8292 1.4489 1.0460 -0.4738 0.8438 -0.2249 0.1136
1341840085.3293 -3.8295 1.4495 1.0464 -0.4768 0.8429 -0.2239 0.1099
1341840085.3393 -3.8294 1.4519 1.0453 -0.4738 0.8443 -0.2245 0.1108
1341840085.3493 -3.8291 1.4534 1.0450 -0.4730 0.8447 -0.2252 0.1102
1341840085.3601 -3.8287 1.4551 1.0448 -0.4727 0.8448 -0.2259 0.1085
1341840085.3693 -3.8286 1.4571 1.0442 -0.4724 0.8448 -0.2270 0.1079
1341840085.3793 -3.8275 1.4582 1.0444 -0.4726 0.8444 -0.2287 0.1068
1341840085.3893 -3.8282 1.4603 1.0440 -0.4735 0.8445 -0.2271 0.1049
1341840085.4010 -3.8278 1.4629 1.0434 -0.4708 0.8459 -0.2270 0.1063
1341840085.4093 -3.8275 1.4649 1.0435 -0.4713 0.8459 -0.2266 0.1053
1341840085.4193 -3.8272 1.4668 1.0435 -0.4719 0.8457 -0.2260 0.1052
1341840085.4295 -3.8264 1.4695 1.0429 -0.4696 0.8471 -0.2255 0.1051
1341840085.4393 -3.8261 1.4716 1.0427 -0.4695 0.8469 -0.2261 0.1052
1341840085.4493 -3.8253 1.4736 1.0428 -0.4697 0.8468 -0.2268 0.1046
1341840085.4593 -3.8245 1.4762 1.0423 -0.4677 0.8474 -0.2277 0.1062
1341840085.4694 -3.8237 1.4784 1.0426 -0.4684 0.8469 -0.2287 0.1054
1341840085.4793 -3.8232 1.4809 1.0430 -0.4676 0.8478 -0.2277 0.1034
1341840085.4895 -3.8224 1.4832 1.0432 -0.4671 0.8476 -0.2294 0.1037
1341840085.4993 -3.8215 1.4846 1.0441 -0.4693 0.8469 -0.2289 0.1008
1341840085.5093 -3.8206 1.4877 1.0438 -0.4654 0.8485 -0.2302 0.1023
1341840085.5209 -3.8195 1.4902 1.0441 -0.4644 0.8489 -0.2306 0.1025
1341840085.5294 -3.8184 1.4928 1.0445 -0.4627 0.8496 -0.2312 0.1034
1341840085.5396 -3.8174 1.4949 1.0453 -0.4629 0.8492 -0.2323 0.1030
1341840085.5493 -3.8168 1.4978 1.0461 -0.4627 0.8499 -0.2302 0.1030
1341840085.5593 -3.8155 1.5005 1.0465 -0.4611 0.8503 -0.2310 0.1050
1341840085.5694 -3.8143 1.5022 1.0473 -0.4624 0.8491 -0.2330 0.1050
1341840085.5793 -3.8137 1.5054 1.0477 -0.4590 0.8506 -0.2334 0.1067
1341840085.5893 -3.8127 1.5077 1.0483 -0.4588 0.8503 -0.2344 0.1073
1341840085.5999 -3.8113 1.5107 1.0487 -0.4560 0.8512 -0.2364 0.1083
1341840085.6093 -3.8103 1.5132 1.0494 -0.4555 0.8514 -0.2370 0.1073
1341840085.6195 -3.8092 1.5153 1.0495 -0.4544 0.8519 -0.2374 0.1076
1341840085.6293 -3.8085 1.5179 1.0495 -0.4532 0.8527 -0.2364 0.1078
1341840085.6393 -3.8082 1.5201 1.0497 -0.4546 0.8531 -0.2333 0.1058
1341840085.6493 -3.8067 1.5226 1.0499 -0.4533 0.8538 -0.2331 0.1059
1341840085.6608 -3.8060 1.5254 1.0493 -0.4511 0.8548 -0.2330 0.1070
1341840085.6693 -3.8046 1.5278 1.0489 -0.4484 0.8557 -0.2352 0.1064
1341840085.6792 -3.8036 1.5299 1.0488 -0.4470 0.8565 -0.2355 0.1054
1341840085.6893 -3.8034 1.5321 1.0496 -0.4484 0.8567 -0.2336 0.1024
1341840085.6993 -3.8023 1.5348 1.0493 -0.4457 0.8579 -0.2340 0.1028
1341840085.7093 -3.8015 1.5369 1.0496 -0.4446 0.8586 -0.2340 0.1020
1341840085.7193 -3.8002 1.5391 1.0499 -0.4420 0.8592 -0.2365 0.1021
1341840085.7292 -3.7996 1.5419 1.0504 -0.4395 0.8607 -0.2356 0.1027
1341840085.7393 -3.7982 1.5445 1.0506 -0.4379 0.8612 -0.2361 0.1040
1341840085.7492 -3.7973 1.5469 1.0510 -0.4373 0.8613 -0.2365 0.1044
1341840085.7593 -3.7957 1.5489 1.0508 -0.4370 0.8608 -0.2384 0.1056
1341840085.7694 -3.7948 1.5522 1.0507 -0.4339 0.8622 -0.2381 0.1083
1341840085.7793 -3.7946 1.5546 1.0510 -0.4350 0.8621 -0.2366 0.1074
1341840085.7893 -3.7933 1.5570 1.0513 -0.4337 0.8628 -0.2372 0.1059
1341840085.7993 -3.7926 1.5598 1.0512 -0.4323 0.8635 -0.2370 0.1061
1341840085.8092 -3.7915 1.5620 1.0511 -0.4326 0.8637 -0.2359 0.1059
1341840085.8193 -3.7910 1.5644 1.0511 -0.4323 0.8637 -0.2366 0.1053
1341840085.8292 -3.7899 1.5668 1.0512 -0.4305 0.8639 -0.2399 0.1038
1341840085.8393 -3.7888 1.5697 1.0510 -0.4294 0.8645 -0.2396 0.1039
1341840085.8493 -3.7882 1.5721 1.0509 -0.4293 0.8646 -0.2397 0.1033
1341840085.8593 -3.7876 1.5748 1.0511 -0.4293 0.8650 -0.2390 0.1018
1341840085.8694 -3.7868 1.5776 1.0507 -0.4274 0.8658 -0.2393 0.1020
1341840085.8793 -3.7863 1.5805 1.0506 -0.4282 0.8660 -0.2375 0.1017
1341840085.8893 -3.7848 1.5830 1.0499 -0.4269 0.8659 -0.2398 0.1026
1341840085.8992 -3.7840 1.5857 1.0498 -0.4264 0.8659 -0.2405 0.1028
1341840085.9093 -3.7836 1.5883 1.0496 -0.4269 0.8659 -0.2394 0.1030
1341840085.9192 -3.7822 1.5910 1.0493 -0.4262 0.8663 -0.2394 0.1026
1341840085.9293 -3.7815 1.5935 1.0494 -0.4272 0.8659 -0.2401 0.1007
1341840085.9392 -3.7812 1.5963 1.0495 -0.4276 0.8661 -0.2386 0.1001
1341840085.9493 -3.7799 1.5989 1.0493 -0.4265 0.8664 -0.2398 0.0997
1341840085.9593 -3.7790 1.6018 1.0492 -0.4264 0.8661 -0.2405 0.1007
1341840085.9699 -3.7781 1.6045 1.0489 -0.4269 0.8657 -0.2405 0.1025
1341840085.9793 -3.7773 1.6071 1.0489 -0.4266 0.8661 -0.2391 0.1032
1341840085.9893 -3.7765 1.6100 1.0487 -0.4246 0.8671 -0.2395 0.1028
1341840086.0001 -3.7746 1.6125 1.0484 -0.4250 0.8668 -0.2393 0.1035
1341840086.0092 -3.7742 1.6151 1.0488 -0.4266 0.8669 -0.2369 0.1016
1341840086.0192 -3.7739 1.6184 1.0487 -0.4236 0.8687 -0.2363 0.1009
1341840086.0293 -3.7727 1.6210 1.0486 -0.4245 0.8684 -0.2359 0.1006
1341840086.0393 -3.7715 1.6235 1.0492 -0.4248 0.8682 -0.2358 0.1004
1341840086.0493 -3.7702 1.6263 1.0492 -0.4231 0.8685 -0.2383 0.0998
1341840086.0593 -3.7694 1.6288 1.0495 -0.4230 0.8686 -0.2380 0.1002
1341840086.0693 -3.7683 1.6311 1.0496 -0.4213 0.8688 -0.2399 0.1004
1341840086.0793 -3.7667 1.6334 1.0492 -0.4236 0.8674 -0.2399 0.1032
1341840086.0892 -3.7658 1.6361 1.0497 -0.4223 0.8680 -0.2405 0.1026
1341840086.0993 -3.7647 1.6387 1.0504 -0.4225 0.8684 -0.2384 0.1028
1341840086.1107 -3.7631 1.6410 1.0506 -0.4223 0.8681 -0.2391 0.1045
1341840086.1193 -3.7620 1.6433 1.0506 -0.4207 0.8689 -0.2386 0.1051
1341840086.1293 -3.7605 1.6453 1.0511 -0.4213 0.8692 -0.2371 0.1042
1341840086.1393 -3.7598 1.6473 1.0514 -0.4207 0.8691 -0.2380 0.1047
1341840086.1493 -3.7582 1.6500 1.0516 -0.4194 0.8699 -0.2371 0.1059
1341840086.1594 -3.7567 1.6520 1.0520 -0.4179 0.8702 -0.2381 0.1069
1341840086.1693 -3.7551 1.6539 1.0519 -0.4177 0.8695 -0.2401 0.1088
1341840086.1793 -3.7539 1.6559 1.0524 -0.4149 0.8702 -0.2421 0.1096
1341840086.1892 -3.7536 1.6584 1.0531 -0.4136 0.8718 -0.2401 0.1055
1341840086.1993 -3.7519 1.6607 1.0533 -0.4126 0.8722 -0.2401 0.1063
1341840086.2095 -3.7505 1.6622 1.0529 -0.4129 0.8711 -0.2420 0.1100
1341840086.2192 -3.7493 1.6643 1.0534 -0.4133 0.8718 -0.2399 0.1077
1341840086.2293 -3.7483 1.6664 1.0534 -0.4132 0.8721 -0.2391 0.1077
1341840086.2393 -3.7466 1.6687 1.0532 -0.4125 0.8728 -0.2373 0.1082
1341840086.2493 -3.7458 1.6705 1.0532 -0.4129 0.8734 -0.2356 0.1063
1341840086.2593 -3.7442 1.6724 1.0533 -0.4137 0.8731 -0.2351 0.1059
1341840086.2694 -3.7430 1.6741 1.0532 -0.4139 0.8733 -0.2348 0.1045
1341840086.2793 -3.7408 1.6754 1.0527 -0.4147 0.8721 -0.2372 0.1061
1341840086.2893 -3.7396 1.6773 1.0529 -0.4146 0.8719 -0.2381 0.1054
1341840086.2992 -3.7379 1.6789 1.0526 -0.4158 0.8709 -0.2395 0.1060
1341840086.3093 -3.7371 1.6812 1.0532 -0.4156 0.8715 -0.2391 0.1026
1341840086.3193 -3.7361 1.6831 1.0534 -0.4147 0.8724 -0.2380 0.1017
1341840086.3292 -3.7338 1.6848 1.0530 -0.4146 0.8720 -0.2390 0.1030
1341840086.3392 -3.7325 1.6866 1.0532 -0.4152 0.8720 -0.2376 0.1037
1341840086.3493 -3.7308 1.6886 1.0533 -0.4163 0.8722 -0.2352 0.1032
1341840086.3593 -3.7290 1.6900 1.0530 -0.4162 0.8721 -0.2355 0.1040
1341840086.3693 -3.7279 1.6915 1.0532 -0.4173 0.8717 -0.2352 0.1033
1341840086.3793 -3.7260 1.6928 1.0526 -0.4175 0.8708 -0.2370 0.1062
1341840086.3893 -3.7245 1.6942 1.0527 -0.4180 0.8704 -0.2379 0.1054
1341840086.3993 -3.7231 1.6958 1.0525 -0.4188 0.8700 -0.2382 0.1049
1341840086.4093 -3.7212 1.6975 1.0523 -0.4201 0.8693 -0.2383 0.1048
1341840086.4194 -3.7199 1.6991 1.0528 -0.4187 0.8705 -0.2381 0.1011
1341840086.4293 -3.7191 1.7004 1.0529 -0.4171 0.8717 -0.2375 0.0989
1341840086.4396 -3.7168 1.7018 1.0524 -0.4157 0.8717 -0.2395 0.1004
1341840086.4493 -3.7152 1.7035 1.0525 -0.4161 0.8719 -0.2380 0.0997
1341840086.4593 -3.7138 1.7051 1.0525 -0.4163 0.8724 -0.2365 0.0982
1341840086.4693 -3.7121 1.7066 1.0523 -0.4156 0.8730 -0.2360 0.0975
1341840086.4793 -3.7105 1.7084 1.0523 -0.4155 0.8735 -0.2342 0.0977
1341840086.4893 -3.7092 1.7100 1.0520 -0.4149 0.8735 -0.2348 0.0987
1341840086.4993 -3.7071 1.7113 1.0526 -0.4147 0.8740 -0.2330 0.0990
1341840086.5104 -3.7056 1.7125 1.0528 -0.4152 0.8736 -0.2336 0.0992
1341840086.5193 -3.7042 1.7143 1.0526 -0.4144 0.8741 -0.2335 0.0987
1341840086.5293 -3.7022 1.7156 1.0523 -0.4152 0.8733 -0.2344 0.1000
1341840086.5396 -3.7008 1.7171 1.0522 -0.4157 0.8730 -0.2350 0.0993
1341840086.5498 -3.6990 1.7185 1.0522 -0.4153 0.8730 -0.2360 0.0989
1341840086.5593 -3.6969 1.7195 1.0516 -0.4161 0.8721 -0.2372 0.1002
1341840086.5693 -3.6959 1.7216 1.0517 -0.4145 0.8735 -0.2362 0.0970
1341840086.5793 -3.6935 1.7228 1.0514 -0.4142 0.8736 -0.2358 0.0983
1341840086.5893 -3.6922 1.7251 1.0517 -0.4140 0.8748 -0.2333 0.0945
1341840086.5993 -3.6902 1.7266 1.0516 -0.4132 0.8748 -0.2345 0.0947
1341840086.6093 -3.6884 1.7281 1.0518 -0.4141 0.8743 -0.2349 0.0949
1341840086.6193 -3.6866 1.7297 1.0518 -0.4124 0.8748 -0.2356 0.0954
1341840086.6292 -3.6847 1.7312 1.0518 -0.4138 0.8737 -0.2366 0.0971
1341840086.6393 -3.6821 1.7325 1.0514 -0.4148 0.8724 -0.2387 0.0995
1341840086.6493 -3.6803 1.7339 1.0514 -0.4140 0.8726 -0.2393 0.0996
1341840086.6592 -3.6786 1.7361 1.0519 -0.4133 0.8742 -0.2362 0.0956
1341840086.6699 -3.6764 1.7374 1.0512 -0.4142 0.8734 -0.2371 0.0975
1341840086.6794 -3.6745 1.7391 1.0513 -0.4126 0.8746 -0.2368 0.0939
1341840086.6893 -3.6724 1.7409 1.0509 -0.4119 0.8748 -0.2370 0.0942
1341840086.6993 -3.6703 1.7425 1.0509 -0.4119 0.8752 -0.2362 0.0926
1341840086.7106 -3.6682 1.7440 1.0507 -0.4120 0.8750 -0.2367 0.0924
1341840086.7193 -3.6661 1.7457 1.0505 -0.4115 0.8747 -0.2386 0.0932
1341840086.7293 -3.6636 1.7475 1.0505 -0.4126 0.8749 -0.2359 0.0926
1341840086.7393 -3.6617 1.7491 1.0507 -0.4115 0.8749 -0.2377 0.0934
1341840086.7493 -3.6586 1.7507 1.0501 -0.4113 0.8742 -0.2396 0.0963
1341840086.7593 -3.6568 1.7527 1.0502 -0.4113 0.8743 -0.2388 0.0973
1341840086.7693 -3.6544 1.7548 1.0501 -0.4113 0.8748 -0.2373 0.0964
1341840086.7809 -3.6529 1.7570 1.0506 -0.4107 0.8755 -0.2366 0.0941
1341840086.7893 -3.6505 1.7587 1.0500 -0.4093 0.8758 -0.2377 0.0947
1341840086.7993 -3.6486 1.7609 1.0499 -0.4096 0.8763 -0.2354 0.0942
1341840086.8093 -3.6464 1.7628 1.0498 -0.4101 0.8763 -0.2351 0.0931
1341840086.8193 -3.6441 1.7648 1.0494 -0.4105 0.8759 -0.2357 0.0932
1341840086.8293 -3.6427 1.7673 1.0499 -0.4093 0.8771 -0.2348 0.0895
1341840086.8393 -3.6412 1.7700 1.0497 -0.4089 0.8769 -0.2362 0.0901
1341840086.8494 -3.6402 1.7725 1.0495 -0.4098 0.8765 -0.2366 0.0887
1341840086.8592 -3.6379 1.7746 1.0497 -0.4084 0.8771 -0.2358 0.0904
1341840086.8693 -3.6356 1.7769 1.0501 -0.4089 0.8765 -0.2368 0.0923
1341840086.8794 -3.6339 1.7796 1.0501 -0.4064 0.8779 -0.2352 0.0939
1341840086.8893 -3.6321 1.7818 1.0501 -0.4051 0.8786 -0.2346 0.0950
1341840086.8993 -3.6299 1.7842 1.0496 -0.4045 0.8786 -0.2344 0.0977
